Month,Day ,Hour,AmbTemp (K),SolarAz(Deg),ZenithAng(Deg),GHZ,NIP,Airmass,,Production/W,Power
2,10,15,298.15,41.69,61.24,511,878,1.969861883,,0.691956677,172.9891694
2,10,16,298.15,54.03,70.37,318,715,2.523229917,,0.461274976,115.3187441
2,10,17,297.15,64.27,80.93,172,648,3.498545111,,0.270711853,67.67796332
2,10,18,295.15,73.15,92.38,0,0,0,,0,0
2,10,19,293.85,81.37,104.37,0,0,0,,0,0
2,10,20,292.95,89.63,116.62,0,0,0,,0,0
2,10,21,292.15,98.83,128.87,0,0,0,,0,0
2,10,22,291.65,110.57,140.77,0,0,0,,0,0
2,10,23,291.15,128.23,151.51,0,0,0,,0,0
2,10,24,290.15,158.47,158.99,0,0,0,,0,0
2,11,1,289.15,-160.2,159.17,0,0,0,,0,0
2,11,2,289.15,-129.3,151.91,0,0,0,,0,0
2,11,3,288.15,-111.27,141.24,0,0,0,,0,0
2,11,4,287.15,-99.38,129.36,0,0,0,,0,0
2,11,5,286.15,-90.11,117.1,0,0,0,,0,0
2,11,6,284.35,-81.85,104.83,0,0,0,,0,0
2,11,7,283.15,-73.66,92.81,1,122,5.189804483,,0,0
2,11,8,287.15,-64.83,81.3,152,522,3.540813372,,0,0
2,11,9,289.15,-54.68,70.66,303,461,2.544683183,,0.424731956,106.182989
2,11,10,291.15,-42.45,61.41,479,688,1.978247507,,0.653656642,163.4141605
2,11,11,294.15,-27.49,54.32,581,699,1.678029891,,0.752021975,188.0054938
2,11,12,295.15,-9.85,50.35,637,731,1.547855219,,0.809284949,202.3212371
2,11,13,295.15,9.02,50.24,621,690,1.544575487,,0.787506809,196.8767022
2,11,14,295.15,26.77,54.03,602,737,1.66769758,,0.774110733,193.5276832
2,11,15,295.15,41.88,60.98,377,265,1.957160474,,0.464483098,116.1207746
2,11,16,295.15,54.25,70.14,288,473,2.506404215,,0.397769444,99.44236095
2,11,17,295.15,64.5,80.72,65,0,3.474824172,,0.053269462,13.31736549
2,11,18,294.15,73.39,92.2,0,0,0,,0,0
2,11,19,292.15,81.63,104.19,0,0,0,,0,0
2,11,20,291.55,89.91,116.45,0,0,0,,0,0
2,11,21,291.15,99.16,128.7,0,0,0,,0,0
2,11,22,291.15,110.95,140.57,0,0,0,,0,0
2,11,23,291.15,128.65,151.28,0,0,0,,0,0
2,11,24,291.15,158.71,158.7,0,0,0,,0,0
2,12,1,291.15,-160.46,158.88,0,0,0,,0,0
2,12,2,290.15,-129.74,151.68,0,0,0,,0,0
2,12,3,289.15,-111.67,141.05,0,0,0,,0,0
2,12,4,289.15,-99.72,129.2,0,0,0,,0,0
2,12,5,289.15,-90.41,116.95,0,0,0,,0,0
2,12,6,289.15,-82.12,104.67,0,0,0,,0,0
2,12,7,289.15,-73.91,92.63,0,0,0,,0,0
2,12,8,291.15,-65.08,81.11,150,399,3.519032206,,0.22081654,55.20413508
2,12,9,292.15,-54.91,70.44,356,811,2.528383874,,0.52614512,131.5362799
2,12,10,294.15,-42.66,61.16,532,875,1.965937884,,0.722788444,180.6971109
2,12,11,295.15,-27.65,54.04,633,806,1.668051586,,0.812307401,203.0768502
2,12,12,296.15,-9.92,50.04,614,593,1.538654665,,0.759580644,189.895161
2,12,13,298.15,9.06,49.93,722,878,1.535421346,,0.893659622,223.4149055
2,12,14,298.15,26.91,53.74,615,773,1.657501668,,0.777053205,194.2633013
2,12,15,297.15,42.08,60.73,339,202,1.945087286,,0.405313534,101.3283835
2,12,16,296.15,54.47,69.91,194,75,2.489744174,,0.214101848,53.5254621
2,12,17,294.15,64.74,80.52,183,411,3.452412722,,0.25580578,63.9514449
2,12,18,293.15,73.64,92.01,0,0,0,,0,0
2,12,19,293.15,81.89,104.02,0,0,0,,0,0
2,12,20,292.15,90.2,116.28,0,0,0,,0,0
2,12,21,291.15,99.49,128.53,0,0,0,,0,0
2,12,22,290.15,111.33,140.38,0,0,0,,0,0
2,12,23,289.15,129.07,151.04,0,0,0,,0,0
2,12,24,288.15,158.96,158.4,0,0,0,,0,0
2,13,1,287.15,-160.71,158.58,0,0,0,,0,0
2,13,2,286.15,-130.17,151.45,0,0,0,,0,0
2,13,3,286.15,-112.06,140.87,0,0,0,,0,0
2,13,4,284.15,-100.06,129.03,0,0,0,,0,0
2,13,5,282.15,-90.71,116.79,0,0,0,,0,0
2,13,6,281.15,-82.39,104.5,0,0,0,,0,0
2,13,7,281.15,-74.17,92.46,1,0,5.129300864,,0,0
2,13,8,283.15,-65.32,80.91,69,10,3.496277607,,0.061869732,15.46743306
2,13,9,287.15,-55.15,70.22,216,130,2.512237773,,0.260993781,65.24844537
2,13,10,291.15,-42.87,60.9,179,6,1.953282222,,0.17492307,43.73076742
2,13,11,292.15,-27.81,53.75,164,0,1.657851,,0.155802355,38.95058868
2,13,12,293.15,-9.98,49.73,447,192,1.529584317,,0.528583018,132.1457544
2,13,13,294.15,9.11,49.62,489,242,1.52639676,,0.580337969,145.0844923
2,13,14,294.15,27.06,53.45,528,411,1.647440401,,0.651537783,162.8844458
2,13,15,295.15,42.28,60.47,250,44,1.932674914,,0.268580705,67.14517632
2,13,16,294.55,54.7,69.68,83,0,2.473248427,,0.074651475,18.66286871
2,13,17,293.15,64.98,80.32,116,67,3.430175823,,0.122274089,30.56852236
2,13,18,293.15,73.9,91.83,0,0,0,,0,0
2,13,19,292.15,82.17,103.85,0,0,0,,0,0
2,13,20,292.15,90.5,116.11,0,0,0,,0,0
2,13,21,291.55,99.82,128.35,0,0,0,,0,0
2,13,22,291.15,111.71,140.18,0,0,0,,0,0
2,13,23,289.15,129.49,150.8,0,0,0,,0,0
2,13,24,288.15,159.21,158.1,0,0,0,,0,0
2,14,1,288.15,-160.96,158.28,0,0,0,,0,0
2,14,2,287.15,-130.6,151.21,0,0,0,,0,0
2,14,3,285.15,-112.45,140.67,0,0,0,,0,0
2,14,4,285.15,-100.4,128.86,0,0,0,,0,0
2,14,5,285.15,-91.01,116.62,0,0,0,,0,0
2,14,6,285.15,-82.67,104.33,0,0,0,,0,0
2,14,7,285.15,-74.43,92.27,3,76,5.09674678,,0,0
2,14,8,286.15,-65.57,80.71,101,121,3.473699439,,0.123471221,30.86780514
2,14,9,291.15,-55.38,69.99,362,626,2.495520267,,0.503358908,125.839727
2,14,10,293.15,-43.08,60.65,491,648,1.941252556,,0.646535473,161.6338683
2,14,11,295.15,-27.96,53.46,627,806,1.647785119,,0.802118533,200.5296334
2,14,12,297.15,-10.05,49.42,685,839,1.520642353,,0.854836889,213.7092223
2,14,13,298.15,9.17,49.31,728,980,1.517499918,,0.908954583,227.2386458
2,14,14,296.15,27.21,53.16,654,976,1.637512043,,0.847809795,211.9524487
2,14,15,300.15,42.49,60.2,530,882,1.919938588,,0.69382981,173.4574524
2,14,16,299.15,54.94,69.45,366,830,2.456915611,,0.515412208,128.853052
2,14,17,298.15,65.23,80.11,165,393,3.407013881,,0.225849727,56.46243163
2,14,18,296.15,74.16,91.64,0,0,0,,0,0
2,14,19,293.15,82.44,103.68,0,0,0,,0,0
2,14,20,293.15,90.8,115.94,0,0,0,,0,0
2,14,21,292.15,100.16,128.17,0,0,0,,0,0
2,14,22,291.15,112.11,139.99,0,0,0,,0,0
2,14,23,289.15,129.92,150.56,0,0,0,,0,0
2,14,24,288.15,159.47,157.79,0,0,0,,0,0
2,15,1,288.15,-161.19,157.97,0,0,0,,0,0
2,15,2,286.15,-131.02,150.96,0,0,0,,0,0
2,15,3,286.15,-112.84,140.47,0,0,0,,0,0
2,15,4,285.15,-100.74,128.68,0,0,0,,0,0
2,15,5,284.15,-91.31,116.44,0,0,0,,0,0
2,15,6,284.15,-82.95,104.16,0,0,0,,0,0
2,15,7,284.15,-74.69,92.09,3,161,5.066094096,,0,0
2,15,8,290.15,-65.82,80.5,168,652,3.450181193,,0.266671547,66.66788672
2,15,9,293.15,-55.62,69.76,372,835,2.478967529,,0.536265582,134.0663956
2,15,10,294.15,-43.29,60.38,555,905,1.928412186,,0.742278891,185.5697228
2,15,11,296.15,-28.12,53.16,673,949,1.637512043,,0.859019384,214.7548461
2,15,12,297.15,-10.1,49.1,733,947,1.511544695,,0.911545021,227.8862551
2,15,13,299.15,9.23,48.99,709,829,1.508448175,,0.863254801,215.8137002
2,15,14,300.15,27.37,52.86,494,307,1.627379366,,0.575921017,143.9802542
2,15,15,301.15,42.71,59.94,499,630,1.907820113,,0.622166686,155.5416716
2,15,16,300.15,55.18,69.22,364,767,2.440744368,,0.499675812,124.918953
2,15,17,298.15,65.48,79.91,184,696,3.385131789,,0.277762257,69.44056423
2,15,18,296.15,74.42,91.46,0,0,0,,0,0
2,15,19,295.15,82.72,103.5,0,0,0,,0,0
2,15,20,293.15,91.11,115.77,0,0,0,,0,0
2,15,21,290.15,100.5,128,0,0,0,,0,0
2,15,22,289.15,112.5,139.79,0,0,0,,0,0
2,15,23,287.15,130.35,150.32,0,0,0,,0,0
2,15,24,287.15,159.73,157.48,0,0,0,,0,0
2,16,1,287.15,-161.41,157.66,0,0,0,,0,0
2,16,2,286.15,-131.44,150.71,0,0,0,,0,0
2,16,3,286.55,-113.23,140.26,0,0,0,,0,0
2,16,4,287.15,-101.08,128.49,0,0,0,,0,0
2,16,5,287.15,-91.62,116.27,0,0,0,,0,0
2,16,6,285.15,-83.22,103.98,0,0,0,,0,0
2,16,7,285.15,-74.95,91.89,2,0,5.032249487,,0,0
2,16,8,287.15,-66.07,80.29,53,0,3.426855283,,0.043904074,10.97601853
2,16,9,288.15,-55.86,69.52,61,0,2.461869302,,0.055581404,13.89535106
2,16,10,288.15,-43.5,60.11,100,0,1.915727588,,0.094578526,23.6446315
2,16,11,289.15,-28.27,52.86,317,71,1.627379366,,0.355034295,88.75857367
2,16,12,293.15,-10.16,48.78,149,0,1.502579971,,0.13973386,34.93346509
2,16,13,297.15,9.3,48.67,734,660,1.499528702,,0.869573642,217.3934106
2,16,14,299.15,27.54,52.57,647,895,1.617716135,,0.811061125,202.7652813
2,16,15,299.15,42.93,59.68,520,812,1.895843433,,0.673488891,168.3722227
2,16,16,298.15,55.42,68.99,362,800,2.424733346,,0.505394573,126.3486434
2,16,17,297.15,65.74,79.71,176,620,3.363421299,,0.262801034,65.7002586
2,16,18,295.15,74.69,91.27,0,0,0,,0,0
2,16,19,294.15,83.01,103.33,0,0,0,,0,0
2,16,20,294.15,91.42,115.6,0,0,0,,0,0
2,16,21,292.15,100.85,127.82,0,0,0,,0,0
2,16,22,291.15,112.9,139.59,0,0,0,,0,0
2,16,23,290.15,130.78,150.07,0,0,0,,0,0
2,16,24,290.15,160,157.17,0,0,0,,0,0
2,17,1,289.15,-161.62,157.34,0,0,0,,0,0
2,17,2,288.15,-131.84,150.45,0,0,0,,0,0
2,17,3,287.55,-113.62,140.05,0,0,0,,0,0
2,17,4,287.15,-101.42,128.3,0,0,0,,0,0
2,17,5,286.15,-91.92,116.08,0,0,0,,0,0
2,17,6,285.85,-83.5,103.79,0,0,0,,0,0
2,17,7,286.15,-75.21,91.69,6,162,4.998629375,,0,0
2,17,8,287.15,-66.32,80.07,175,657,3.402623688,,0.27430685,68.57671244
2,17,9,289.15,-56.1,69.28,384,848,2.444947452,,0.556798632,139.199658
2,17,10,290.15,-43.71,59.84,561,900,1.903197002,,0.758318127,189.5795317
2,17,11,291.15,-28.43,52.56,673,931,1.617385209,,0.875165838,218.7914595
2,17,12,293.15,-10.21,48.45,721,905,1.493472296,,0.910058047,227.5145117
2,17,13,293.15,9.37,48.34,746,986,1.490467005,,0.944458556,236.1146391
2,17,14,294.15,27.71,52.27,673,975,1.607854117,,0.867184548,216.796137
2,17,15,294.35,43.16,59.41,549,925,1.883554528,,0.733394067,183.3485167
2,17,16,294.15,55.68,68.76,378,838,2.408881198,,0.535379663,133.8449157
2,17,17,294.15,66.01,79.5,193,722,3.340808911,,0.291191791,72.79794785
2,17,18,291.15,74.97,91.09,0,0,0,,0,0
2,17,19,291.15,83.3,103.16,0,0,0,,0,0
2,17,20,289.15,91.73,115.43,0,0,0,,0,0
2,17,21,289.15,101.21,127.64,0,0,0,,0,0
2,17,22,287.15,113.31,139.39,0,0,0,,0,0
2,17,23,285.15,131.22,149.82,0,0,0,,0,0
2,17,24,283.15,160.27,156.86,0,0,0,,0,0
2,18,1,283.15,-161.82,157.02,0,0,0,,0,0
2,18,2,283.15,-132.24,150.18,0,0,0,,0,0
2,18,3,283.15,-114.01,139.83,0,0,0,,0,0
2,18,4,282.15,-101.76,128.11,0,0,0,,0,0
2,18,5,283.15,-92.22,115.89,0,0,0,,0,0
2,18,6,280.15,-83.78,103.6,0,0,0,,0,0
2,18,7,280.15,-75.48,91.49,6,87,4.965233035,,0,0
2,18,8,284.15,-66.58,79.85,130,215,3.378600668,,0.168013023,42.0032558
2,18,9,288.15,-56.34,69.03,361,611,2.427506421,,0.499062182,124.7655454
2,18,10,291.15,-43.93,59.56,482,573,1.890363129,,0.624409864,156.102466
2,18,11,292.15,-28.58,52.25,640,748,1.607201466,,0.809979439,202.4948597
2,18,12,294.15,-10.26,48.12,715,749,1.484501868,,0.874939482,218.7348705
2,18,13,293.15,9.45,48.01,451,175,1.48154187,,0.523798093,130.9495233
2,18,14,294.15,27.89,51.97,353,86,1.598126991,,0.387773266,96.94331655
2,18,15,294.15,43.39,59.15,380,214,1.8718621,,0.451829093,112.9572733
2,18,16,294.35,55.94,68.53,314,499,2.393186583,,0.41901183,104.7529575
2,18,17,293.75,66.28,79.3,208,497,3.319447178,,0.282389112,70.59727801
2,18,18,292.15,75.25,90.9,0,0,0,,0,0
2,18,19,290.15,83.59,102.98,0,0,0,,0,0
2,18,20,290.15,92.05,115.26,0,0,0,,0,0
2,18,21,289.15,101.56,127.47,0,0,0,,0,0
2,18,22,289.15,113.72,139.18,0,0,0,,0,0
2,18,23,286.15,131.66,149.57,0,0,0,,0,0
2,18,24,287.15,160.54,156.54,0,0,0,,0,0
2,19,1,287.15,-162,156.69,0,0,0,,0,0
2,19,2,286.15,-132.64,149.91,0,0,0,,0,0
2,19,3,286.15,-114.39,139.6,0,0,0,,0,0
2,19,4,286.15,-102.1,127.9,0,0,0,,0,0
2,19,5,285.15,-92.53,115.7,0,0,0,,0,0
2,19,6,284.15,-84.06,103.4,0,0,0,,0,0
2,19,7,284.15,-75.74,91.29,8,96,4.932059737,,0,0
2,19,8,286.15,-66.83,79.63,91,46,3.354784934,,0.092335871,23.08396772
2,19,9,289.15,-56.58,68.78,224,108,2.410253373,,0.258305852,64.57646309
2,19,10,292.15,-44.14,59.28,531,661,1.877691079,,0.681279445,170.3198613
2,19,11,294.15,-28.74,51.93,623,724,1.596840135,,0.779313537,194.8283843
2,19,12,295.75,-10.31,47.78,680,755,1.475400995,,0.833523412,208.3808531
2,19,13,297.15,9.53,47.68,695,805,1.472751258,,0.847764713,211.9411783
2,19,14,298.15,28.08,51.66,672,778,1.588215414,,0.815051213,203.7628033
2,19,15,297.15,43.64,58.88,350,163,1.859865074,,0.396260371,99.06509273
2,19,16,297.15,56.2,68.3,250,162,2.377648164,,0.291723106,72.93077651
2,19,17,296.15,66.55,79.1,178,319,3.298254092,,0.22298274,55.74568499
2,19,18,295.15,75.53,90.72,0,0,0,,0,0
2,19,19,293.15,83.89,102.81,0,0,0,,0,0
2,19,20,293.15,92.37,115.09,0,0,0,,0,0
2,19,21,291.05,101.93,127.29,0,0,0,,0,0
2,19,22,289.15,114.13,138.98,0,0,0,,0,0
2,19,23,289.15,132.1,149.32,0,0,0,,0,0
2,19,24,287.15,160.81,156.22,0,0,0,,0,0
2,20,1,288.15,-162.18,156.36,0,0,0,,0,0
2,20,2,289.15,-133.03,149.63,0,0,0,,0,0
2,20,3,287.15,-114.77,139.37,0,0,0,,0,0
2,20,4,286.15,-102.44,127.7,0,0,0,,0,0
2,20,5,286.15,-92.83,115.5,0,0,0,,0,0
2,20,6,285.15,-84.34,103.2,0,0,0,,0,0
2,20,7,288.15,-76.01,91.07,2,0,4.895825838,,0,0
2,20,8,289.15,-67.09,79.4,33,0,3.330106903,,0.026363341,6.590835293
2,20,9,288.15,-56.82,68.53,348,374,2.393186583,,0.449971196,112.492799
2,20,10,292.15,-44.36,58.99,112,0,1.86473501,,0.104339883,26.08497087
2,20,11,292.15,-28.89,51.62,255,18,1.586946749,,0.252437525,63.10938121
2,20,12,290.15,-10.36,47.44,149,0,1.466441432,,0.141637969,35.40949221
2,20,13,293.15,9.62,47.35,677,502,1.464093162,,0.809267667,202.3169168
2,20,14,294.15,28.27,51.36,326,74,1.578757002,,0.353654165,88.41354114
2,20,15,294.15,43.88,58.62,321,94,1.848450559,,0.355539797,88.88494922
2,20,16,294.15,56.47,68.07,195,27,2.362264612,,0.193589466,48.39736659
2,20,17,294.15,66.83,78.89,129,147,3.276181798,,0.148681505,37.17037625
2,20,18,291.15,75.82,90.54,0,0,0,,0,0
2,20,19,290.15,84.19,102.64,0,0,0,,0,0
2,20,20,288.15,92.7,114.92,0,0,0,,0,0
2,20,21,288.15,102.29,127.11,0,0,0,,0,0
2,20,22,289.15,114.55,138.77,0,0,0,,0,0
2,20,23,289.15,132.54,149.06,0,0,0,,0,0
2,20,24,289.15,161.09,155.9,0,0,0,,0,0
2,21,1,290.15,-162.35,156.02,0,0,0,,0,0
2,21,2,290.15,-133.41,149.35,0,0,0,,0,0
2,21,3,290.05,-115.15,139.13,0,0,0,,0,0
2,21,4,290.15,-102.78,127.48,0,0,0,,0,0
2,21,5,289.25,-93.14,115.29,0,0,0,,0,0
2,21,6,288.45,-84.63,102.99,0,0,0,,0,0
2,21,7,288.15,-76.28,90.86,9,105,4.861488941,,0,0
2,21,8,291.15,-67.34,79.16,122,150,3.304594367,,0.142558896,35.63972406
2,21,9,293.15,-57.06,68.27,62,0,2.37563286,,0.055296962,13.82424054
2,21,10,289.15,-44.57,58.7,441,339,1.85194837,,0.547642235,136.9105588
2,21,11,291.15,-29.05,51.29,227,18,1.576568732,,0.224655193,56.1637983
2,21,12,292.15,-10.4,47.1,370,54,1.457621008,,0.399489628,99.87240694
2,21,13,293.15,9.72,47.01,219,12,1.455309208,,0.212084442,53.02111042
2,21,14,293.15,28.47,51.05,352,61,1.569119297,,0.380765775,95.1914438
2,21,15,292.15,44.14,58.35,262,44,1.836738884,,0.28128198,70.320495
2,21,16,294.15,56.75,67.84,389,617,2.347034604,,0.507122592,126.7806481
2,21,17,292.15,67.12,78.69,208,755,3.25533141,,0.30373894,75.93473495
2,21,18,290.15,76.11,90.35,0,0,0,,0,0
2,21,19,289.15,84.5,102.47,0,0,0,,0,0
2,21,20,290.15,93.03,114.75,0,0,0,,0,0
2,21,21,289.15,102.66,126.93,0,0,0,,0,0
2,21,22,289.15,114.97,138.57,0,0,0,,0,0
2,21,23,287.15,132.99,148.8,0,0,0,,0,0
2,21,24,287.15,161.37,155.57,0,0,0,,0,0
2,22,1,287.15,-162.51,155.68,0,0,0,,0,0
2,22,2,285.15,-133.78,149.06,0,0,0,,0,0
2,22,3,285.15,-115.53,138.89,0,0,0,,0,0
2,22,4,285.15,-103.11,127.26,0,0,0,,0,0
2,22,5,283.15,-93.44,115.09,0,0,0,,0,0
2,22,6,281.15,-84.91,102.78,0,0,0,,0,0
2,22,7,281.15,-76.55,90.64,14,243,4.825777896,,0,0
2,22,8,284.15,-67.6,78.93,197,684,3.280371844,,0.296807714,74.20192854
2,22,9,287.15,-57.31,68,407,863,2.357613199,,0.575347948,143.836987
2,22,10,290.15,-44.79,58.41,591,913,1.839329071,,0.776087157,194.0217893
2,22,11,291.15,-29.2,50.97,709,956,1.566654351,,0.899240599,224.8101498
2,22,12,292.15,-10.44,46.75,775,965,1.448684238,,0.960005295,240.0013236
2,22,13,292.85,9.82,46.67,752,950,1.446661691,,0.933420397,233.3550991
2,22,14,293.15,28.68,50.74,684,937,1.559617902,,0.863674636,215.918659
2,22,15,294.15,44.4,58.08,581,928,1.825170103,,0.752033254,188.0083136
2,22,16,294.15,57.03,67.61,396,857,2.331956819,,0.543295591,135.8238977
2,22,17,294.15,67.41,78.49,201,715,3.234646712,,0.287660714,71.91517844
2,22,18,293.15,76.41,90.17,0,0,0,,0,0
2,22,19,291.15,84.81,102.3,0,0,0,,0,0
2,22,20,290.15,93.37,114.58,0,0,0,,0,0
2,22,21,289.15,103.03,126.75,0,0,0,,0,0
2,22,22,288.15,115.39,138.36,0,0,0,,0,0
2,22,23,287.15,133.44,148.54,0,0,0,,0,0
2,22,24,287.15,161.65,155.24,0,0,0,,0,0
2,23,1,287.15,-162.66,155.34,0,0,0,,0,0
2,23,2,285.15,-134.15,148.77,0,0,0,,0,0
2,23,3,284.15,-115.9,138.64,0,0,0,,0,0
2,23,4,284.15,-103.45,127.04,0,0,0,,0,0
2,23,5,283.15,-93.75,114.87,0,0,0,,0,0
2,23,6,284.15,-85.19,102.57,0,0,0,,0,0
2,23,7,284.15,-76.81,90.41,4,0,4.788728026,,0,0
2,23,8,286.05,-67.86,78.68,60,0,3.254293248,,0.050923954,12.73098841
2,23,9,288.15,-57.55,67.74,130,0,2.340460418,,0.123882153,30.9705383
2,23,10,290.15,-45.01,58.11,250,47,1.826448518,,0.270201851,67.55046285
2,23,11,292.15,-29.35,50.64,698,754,1.556581699,,0.853968065,213.4920162
2,23,12,293.75,-10.48,46.4,704,719,1.439890346,,0.850990928,212.7477319
2,23,13,295.15,9.92,46.33,739,817,1.438148513,,0.889628495,222.4071238
2,23,14,295.15,28.9,50.43,538,361,1.550250916,,0.632564994,158.1412486
2,23,15,295.15,44.67,57.81,189,0,1.813742563,,0.178102656,44.52566404
2,23,16,294.15,57.32,67.38,88,0,2.317029946,,0.079478491,19.86962287
2,23,17,294.15,67.7,78.29,117,66,3.214126737,,0.11749221,29.37305254
2,23,18,293.15,76.71,89.99,0,0,0,,0,0
2,23,19,292.15,85.12,102.12,0,0,0,,0,0
2,23,20,292.15,93.71,114.41,0,0,0,,0,0
2,23,21,291.15,103.41,126.56,0,0,0,,0,0
2,23,22,290.15,115.81,138.15,0,0,0,,0,0
2,23,23,290.15,133.88,148.28,0,0,0,,0,0
2,23,24,288.15,161.94,154.91,0,0,0,,0,0
2,24,1,287.15,-162.81,154.99,0,0,0,,0,0
2,24,2,286.15,-134.51,148.47,0,0,0,,0,0
2,24,3,285.15,-116.27,138.38,0,0,0,,0,0
2,24,4,284.15,-103.79,126.81,0,0,0,,0,0
2,24,5,283.15,-94.06,114.65,0,0,0,,0,0
2,24,6,282.85,-85.48,102.35,0,0,0,,0,0
2,24,7,283.15,-77.08,90.18,4,0,4.75196772,,0,0
2,24,8,283.15,-68.12,78.44,61,0,3.229501314,,0.052605249,13.15131235
2,24,9,285.15,-57.8,67.47,380,541,2.322853008,,0.50421333,126.0533325
2,24,10,289.15,-45.23,57.81,587,802,1.813742563,,0.755608867,188.9022167
2,24,11,290.15,-29.51,50.3,721,962,1.546362375,,0.910543947,227.6359867
2,24,12,290.15,-10.51,46.05,781,985,1.431237071,,0.973288454,243.3221134
2,24,13,291.15,10.04,45.98,764,956,1.429523094,,0.948555845,237.1389611
2,24,14,292.15,29.12,50.12,670,857,1.541016463,,0.839087965,209.7719913
2,24,15,292.15,44.95,57.54,543,790,1.802454627,,0.699214847,174.8037117
2,24,16,292.15,57.61,67.15,375,701,2.302252679,,0.502294191,125.5735477
2,24,17,291.15,68,78.08,209,539,3.192756983,,0.279557013,69.88925322
2,24,18,290.15,77.02,89.81,0,0,0,,0,0
2,24,19,289.15,85.44,101.95,0,0,0,,0,0
2,24,20,288.15,94.05,114.24,0,0,0,,0,0
2,24,21,287.15,103.79,126.38,0,0,0,,0,0
2,24,22,287.15,116.24,137.94,0,0,0,,0,0
2,24,23,285.15,134.33,148.01,0,0,0,,0,0
2,24,24,284.15,162.22,154.57,0,0,0,,0,0
2,25,1,282.15,-162.94,154.64,0,0,0,,0,0
2,25,2,281.15,-134.86,148.16,0,0,0,,0,0
2,25,3,280.55,-116.64,138.12,0,0,0,,0,0
2,25,4,280.15,-104.13,126.58,0,0,0,,0,0
2,25,5,280.15,-94.36,114.43,0,0,0,,0,0
2,25,6,280.15,-85.76,102.12,0,0,0,,0,0
2,25,7,281.15,-77.36,89.95,11,41,4.71549579,,0,0
2,25,8,284.15,-68.38,78.19,213,544,3.203928216,,0.291822062,72.95551546
2,25,9,287.15,-58.05,67.19,410,797,2.304811949,,0.561814331,140.4535828
2,25,10,289.15,-45.45,57.5,582,843,1.800794115,,0.753624221,188.4060553
2,25,11,291.15,-29.66,49.96,704,909,1.536301539,,0.880033627,220.0084069
2,25,12,292.15,-10.54,45.69,770,965,1.42248092,,0.947356483,236.8391208
2,25,13,294.15,10.15,45.63,783,998,1.421035629,,0.952676867,238.1692168
2,25,14,294.15,29.35,49.81,710,924,1.531912689,,0.873026983,218.2567456
2,25,15,295.15,45.23,57.28,543,720,1.791715195,,0.676363335,169.0908338
2,25,16,295.15,57.91,66.92,382,753,2.287623717,,0.505679881,126.4199703
2,25,17,293.65,68.3,77.88,203,642,3.172571656,,0.278780844,69.69521106
2,25,18,291.15,77.33,89.63,0,96,0,,0,0
2,25,19,290.15,85.77,101.78,0,0,0,,0,0
2,25,20,289.15,94.39,114.07,0,0,0,,0,0
2,25,21,288.15,104.17,126.2,0,0,0,,0,0
2,25,22,286.15,116.67,137.72,0,0,0,,0,0
2,25,23,287.15,134.78,147.74,0,0,0,,0,0
2,25,24,284.15,162.5,154.24,0,0,0,,0,0
2,26,1,282.15,-163.07,154.28,0,0,0,,0,0
2,26,2,282.15,-135.21,147.85,0,0,0,,0,0
2,26,3,282.15,-117,137.86,0,0,0,,0,0
2,26,4,282.15,-104.46,126.34,0,0,0,,0,0
2,26,5,280.15,-94.67,114.2,0,0,0,,0,0
2,26,6,280.15,-86.05,101.9,0,0,0,,0,0
2,26,7,281.15,-77.63,89.71,22,175,4.677744279,,0,0
2,26,8,284.15,-68.64,77.93,169,283,3.177602784,,0.211295468,52.82386703
2,26,9,287.15,-58.3,66.91,431,747,2.286991019,,0.574376148,143.5940371
2,26,10,290.15,-45.67,57.19,604,867,1.788027248,,0.771442008,192.860502
2,26,11,293.15,-29.81,49.62,693,831,1.52639676,,0.847496711,211.8741778
2,26,12,294.15,-10.57,45.33,794,923,1.413868806,,0.950217721,237.5544303
2,26,13,295.15,10.28,45.28,770,949,1.412683938,,0.926904518,231.7261295
2,26,14,296.15,29.58,49.49,689,894,1.522650378,,0.837930791,209.4826978
2,26,15,296.15,45.52,57.01,600,920,1.780696596,,0.749652622,187.4131554
2,26,16,296.15,58.22,66.69,407,845,2.273141765,,0.536302117,134.0755294
2,26,17,296.15,68.61,77.68,216,680,3.152548095,,0.289667334,72.41683351
2,26,18,293.15,77.64,89.45,1,109,4.63719807,,0,0
2,26,19,291.15,86.09,101.61,0,0,0,,0,0
2,26,20,290.15,94.74,113.9,0,0,0,,0,0
2,26,21,289.15,104.56,126.01,0,0,0,,0,0
2,26,22,289.15,117.11,137.51,0,0,0,,0,0
2,26,23,288.15,135.24,147.47,0,0,0,,0,0
2,26,24,284.15,162.79,153.89,0,0,0,,0,0
2,27,1,283.15,-163.19,153.92,0,0,0,,0,0
2,27,2,283.15,-135.55,147.54,0,0,0,,0,0
2,27,3,283.15,-117.37,137.59,0,0,0,,0,0
2,27,4,283.15,-104.8,126.09,0,0,0,,0,0
2,27,5,281.15,-94.97,113.97,0,0,0,,0,0
2,27,6,281.15,-86.33,101.66,0,0,0,,0,0
2,27,7,281.15,-77.9,89.47,25,312,4.640304078,,0,0
2,27,8,285.15,-68.91,77.68,221,711,3.152548095,,0.312320035,78.0800088
2,27,9,288.15,-58.55,66.63,422,804,2.269387883,,0.566895885,141.7239713
